EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8,CLASE
3,-2,-10,-6,-10,-27,-4,8,V
-13,-5,3,-2,5,37,7,0,V
-8,6,-6,6,-1,-25,-64,-5,V
1,14,-2,-12,-13,-26,7,-2,V
22,11,19,-3,8,2,-10,-2,V
4,-11,-8,-8,-19,-17,-24,-5,V
9,10,-2,3,6,17,15,5,V
4,10,6,0,-6,-9,12,-1,V
-5,-24,3,-2,0,8,-11,-3,V
-24,2,7,-2,-2,-14,7,-8,V
17,18,-10,-3,-1,-5,-19,0,V
-11,-25,-3,5,1,-6,1,2,V
-34,-15,-14,-6,-3,9,-9,-7,V
21,7,-6,1,-1,-33,-27,-3,V
-5,-15,-1,-7,0,25,0,-6,V
-1,-10,-5,6,3,7,2,5,V
-25,-15,-10,-5,-6,-23,-3,-4,V
-3,18,7,-4,-3,8,9,1,V
9,15,2,3,3,-29,-16,9,V
4,-9,-7,2,15,69,34,2,V
1,-20,11,-1,-7,-10,-14,-7,V
-1,19,8,5,6,11,27,-4,V
13,-37,-2,-3,-2,3,-1,3,V
-20,84,5,4,1,-5,22,-3,V
1,7,-6,3,-3,-8,-22,5,V
-21,-18,-5,-2,1,11,32,2,V
-5,-1,-11,-2,-7,-28,-35,-8,V
7,-24,2,-9,-6,-2,-23,-5,V
-11,9,-1,-2,-2,0,-3,-2,V
-23,-9,3,-2,-4,-5,26,6,V
12,9,-2,-3,2,18,30,2,V
-9,-27,-3,8,5,-15,-53,-7,V
17,4,-3,0,-1,2,28,8,V
-3,-8,-3,1,4,11,12,1,V
-2,8,4,-4,-1,3,15,-2,V
4,4,-6,-8,-9,-2,1,0,W
-4,20,-3,-4,-6,-11,-37,-5,W
-2,-5,-1,1,1,3,9,0,W
-2,-2,-1,0,2,4,18,1,W
-4,-8,2,7,5,2,10,0,W
16,1,0,0,0,-9,12,10,W
-6,3,-3,-6,-9,-3,-14,-9,W
-23,-10,-4,-4,-2,3,15,-9,W
-1,-18,-3,-5,-3,-9,-12,-1,W
6,25,1,2,-1,0,-41,-5,W
1,-4,-1,3,1,-5,25,5,W
1,0,1,0,2,7,25,4,W
-20,-25,-3,-1,-6,-14,-93,-21,W
20,-1,2,-2,-2,-8,0,3,W
-13,2,0,-1,2,11,46,12,W
14,19,5,1,4,10,17,1,W
5,-9,-1,-5,-7,-10,-15,-2,W
-8,14,-5,-4,-2,3,6,-4,W
6,10,-4,-5,-2,-2,-17,-4,W
7,-32,-2,1,0,-2,-4,2,W
5,77,9,2,3,8,71,7,W
-11,-15,0,2,1,2,-44,-2,W
5,6,0,2,1,-6,19,-2,W
-6,-16,-5,1,-3,-10,-15,-4,W
-30,-37,-4,0,2,7,11,1,W
42,37,11,4,-3,-18,-61,-7,W
-5,0,-14,-2,1,4,42,5,W
-3,-2,-8,-9,-9,-9,-23,-5,W
-5,-1,1,-1,-6,-17,-24,-7,W
-8,-14,-5,1,1,-3,12,2,W
1,-4,3,-3,-1,20,17,-2,W
-1,13,4,3,3,-6,-26,-3,W
10,-3,-5,1,4,5,7,6,W
-13,-7,-4,-2,-1,1,29,-1,W
-13,-37,6,1,-4,-13,-20,-5,W
30,10,-7,-4,0,15,62,10,W
10,11,4,-5,-5,-21,-40,-12,W
-8,17,0,4,5,9,21,7,W
-17,-11,19,-2,-2,-5,-9,-2,W
-8,-6,-2,1,2,1,0,-1,W
10,6,-4,-2,-2,0,-4,-2,W
-8,-16,-4,-7,-6,8,29,3,W
-13,-33,-9,0,-1,-12,-45,-2,W
-12,28,1,-1,-3,-4,-3,-11,W
0,7,1,2,1,9,65,5,W
-6,-5,1,4,8,20,38,4,W
2,11,-3,0,-1,-19,-61,-3,W
-27,-8,-3,-9,-11,1,34,-9,W
14,-38,-11,-6,-4,15,28,6,W
15,57,8,-7,-5,-10,-33,-9,W
0,5,0,2,1,5,-10,2,W
7,-4,-1,3,3,-2,-5,14,W
-13,18,-12,2,1,-11,-47,-16,W
-4,-31,-1,-8,-5,2,6,-1,W
10,23,-10,-5,-5,-9,5,-5,W
3,-1,-1,6,5,3,-8,-2,W
-26,-24,28,3,3,5,-11,2,W
2,13,-2,4,2,-12,-44,1,W
-3,5,-8,-2,2,8,43,-10,W
23,-6,0,4,5,10,25,13,W
-4,-36,-4,-2,-3,1,40,2,W
-1,32,2,-1,-2,0,-5,-3,W
3,7,1,-3,-2,0,-4,-3,W
-6,0,13,-1,-3,-9,-15,-3,W
5,-7,-5,-1,-2,2,-11,0,W
-8,-30,-6,-5,-8,-8,-23,-6,W
16,4,0,1,6,5,-11,9,W
0,-19,-7,-5,-4,2,8,-4,W
3,34,5,-1,0,-8,-55,3,W
1,-10,-5,2,2,3,15,6,W
-15,0,-1,-1,-4,-13,-4,-10,W
-6,-16,4,1,-1,-1,-21,-2,W
1,17,-6,-3,-1,-5,0,1,W
-19,-20,-7,0,1,2,34,-5,W
2,-8,35,2,-1,-2,-33,-6,W
19,-5,-4,-1,2,-2,31,7,W
8,61,0,-3,-2,-1,-12,-1,W
4,-7,0,2,2,-5,2,-3,W
-10,4,-5,-2,-6,-21,-8,-1,W
-12,7,-2,-2,0,17,7,-2,W
4,-34,-2,3,2,1,34,1,W
2,-11,-2,-5,-6,-7,-22,-9,W
6,32,-6,-6,-5,0,38,2,W
4,-13,-3,-3,0,2,-26,2,W
-2,-4,-8,0,-2,3,45,3,W
-9,-28,-4,-2,-7,-28,-75,0,W
5,22,-5,-1,0,28,68,5,W
-12,-26,-3,0,-1,-6,-15,-6,W
-4,25,20,-3,2,0,-37,-2,W
67,-19,-5,4,2,-4,22,7,W
1,-7,-4,0,-1,-6,-18,2,W
-6,15,-11,-5,-3,-8,-54,-7,W
2,-1,-13,3,-2,-3,38,5,W
-28,-34,-9,-10,-5,2,19,-1,W
17,33,0,1,4,4,-17,6,W
0,9,1,0,0,-1,4,-7,W
-18,-28,-5,-3,-2,-13,-2,-6,W
0,25,2,-3,0,12,-27,3,W
-5,-26,-14,-6,-3,-5,-11,-4,W
-14,0,3,0,-1,2,8,0,W
-3,-13,-26,-5,-2,-4,0,-3,Y
-8,-16,-12,-2,-2,0,-8,-12,Y
1,-2,-6,-2,0,-1,6,7,Y
5,10,21,8,-1,0,12,19,Y
-3,-15,-19,-8,0,3,0,2,Y
3,10,10,5,4,0,2,-3,Y
-5,-6,2,-1,-2,5,0,-7,Y
-6,-4,-5,-4,-3,-7,-26,-33,Y
1,2,-13,0,-3,-13,1,0,Y
-2,0,7,-5,-4,-2,6,10,Y
-2,4,5,-1,1,15,1,1,Y
1,-5,-7,-2,-6,-17,-6,-2,Y
0,11,16,6,5,7,0,4,Y
-2,-7,-7,-2,1,12,1,-11,Y
1,9,-4,1,-3,-8,-6,7,Y
-2,-9,-2,-4,3,9,1,-6,Y
-2,14,2,-5,-4,-5,-9,-15,Y
2,-14,-37,-12,-5,-4,10,21,Y
-2,-5,5,4,2,-2,-3,-10,Y
-4,-8,-9,1,3,2,0,3,Y
4,3,9,3,2,9,3,4,Y
-4,12,32,3,-6,-10,-10,-8,Y
0,-4,-47,-14,4,13,-1,-9,Y
-2,-17,3,4,-2,-15,1,10,Y
-1,2,-4,-10,-4,0,-6,-4,Y
-3,5,10,5,-3,-3,-4,-7,Y
-3,6,8,-1,0,-1,-6,-8,Y
-4,-4,-7,-2,3,17,-4,-26,Y
-3,-3,-2,0,-5,-22,-4,19,Y
-1,-1,-6,-3,3,14,-3,-16,Y
-1,-1,0,-1,-3,-8,-4,-1,Y
3,-1,-2,-2,-8,-16,4,15,Y
2,16,4,6,7,13,10,3,Y
-4,-13,0,-4,-3,-10,-5,-4,Y
3,11,35,5,5,15,13,10,Y
-7,-20,-24,-7,-7,-21,-15,-5,Y
1,7,13,4,1,1,-5,-10,Y
-2,1,-13,-7,-4,-10,-5,16,Y
0,-12,-1,-8,-3,5,4,4,Y
-3,-2,-13,-2,4,2,1,-3,Y
-6,-5,0,5,1,2,-3,-19,Y
1,0,4,0,-1,0,1,9,Y
0,1,-10,-3,-1,-4,-1,1,Y
-1,7,5,0,3,6,-4,-12,Y
1,-11,-13,-2,2,15,15,12,Y
0,4,-2,-2,-2,-17,-14,-8,Y
-3,-4,-15,-4,-8,-22,-9,-10,Y
4,-8,9,2,4,7,8,17,Y
3,52,61,5,-4,-13,-7,-10,Y
-1,-18,-49,-19,0,13,8,6,Y
-8,-34,-34,-1,-5,-12,-12,-13,Y
-2,-2,3,-2,-4,-1,-3,3,Y
1,-7,3,-3,-2,3,-1,16,Y
2,16,18,0,5,18,16,7,Y
2,2,-1,8,1,-3,-4,-7,Y
-1,-4,-11,-6,-1,-2,2,1,Y
2,-3,-15,-2,-5,-12,-5,-3,Y
-2,-3,5,3,-2,-4,-7,-7,Y
-2,-4,-12,-8,-3,3,3,4,Y
2,20,27,6,2,1,8,10,Y
1,-11,-7,-3,2,7,0,1,Y
-9,-19,4,4,-5,-13,-17,-28,Y
3,20,22,5,5,13,9,13,Y
-1,-8,-6,-6,-3,-5,-2,4,Y
-6,-7,-17,-11,-8,-18,-18,-19,Y
3,1,-1,2,2,6,13,16,Y
-1,8,12,-1,-1,-4,-2,6,Y
6,23,14,7,3,15,7,3,Y
-8,-43,-43,-7,0,8,-7,-21,Y
4,-2,-36,-9,-5,-18,-1,4,Y
0,-10,20,8,1,2,1,-2,Y
2,15,-8,-4,-2,0,0,4,Y
-7,-7,7,4,3,4,1,-13,Y
4,4,0,3,5,5,1,1,Y
-1,10,-5,0,6,10,7,2,Y
-3,-19,-11,-1,-9,-17,-13,-11,Y
2,6,6,-4,-1,-5,-4,5,Y
0,4,-1,2,2,24,5,0,Y
1,-3,1,12,3,-23,-10,-3,Y
-2,9,31,3,4,1,-7,-6,Y
-3,-14,-24,-3,-2,-3,1,9,Y
5,-19,-22,-8,-5,1,7,8,Y
-2,23,10,-1,1,9,-4,-11,Y
0,-4,-1,3,3,6,-2,-6,Y
0,23,36,7,3,11,5,1,Y
0,-13,-13,-4,-4,-15,2,7,Y
-5,-12,-28,-14,-6,0,6,-3,Y
-5,-6,8,2,0,-3,-10,-25,Y
4,6,12,8,4,7,13,19,Y
-3,12,37,9,4,3,-3,-8,Y
-1,-12,-21,-12,-6,-7,2,7,Y
-6,-10,-10,3,0,18,4,-5,Y
6,-4,-14,-6,-11,-40,-9,7,Y
-6,8,-3,-4,-6,0,-4,3,Y
2,-17,-16,-4,0,-16,-7,-1,Y
0,11,5,-2,1,3,5,7,Y
2,-12,-25,-5,4,14,7,-2,Y
-3,-4,14,3,-3,-4,-7,-17,Y
0,12,13,0,-1,4,-5,-6,Y
0,1,-7,-4,-4,-7,3,7,Y
